Date,High,Low,Open,Close,Volume,Adj Close
2014-12-31,71.20999908447266,70.23999786376953,71.16000366210938,70.25,1319900.0,63.60801696777344
2015-01-02,70.91000366210938,69.7300033569336,70.58999633789062,70.12000274658203,1766400.0,63.49031448364258
2015-01-05,69.77999877929688,68.63999938964844,69.68000030517578,68.7300033569336,2898800.0,62.23173522949219
2015-01-06,69.61000061035156,68.44999694824219,69.02999877929688,68.68000030517578,2626800.0,62.186466217041016
2015-01-07,69.8499984741211,68.81999969482422,69.4000015258789,69.80999755859375,2090200.0,63.209617614746094
2015-01-08,71.1500015258789,70.20999908447266,70.25,71.1500015258789,2962600.0,64.42292785644531
2015-01-09,71.12000274658203,70.37000274658203,71.08000183105469,70.41999816894531,2100800.0,63.7619514465332
2015-01-12,70.62000274658203,69.55999755859375,70.36000061035156,69.69999694824219,1513100.0,63.11001205444336
2015-01-13,71.19000244140625,69.55999755859375,70.30000305175781,70.12000274658203,2239500.0,63.49031448364258
2015-01-14,69.80000305175781,68.83999633789062,68.95999908447266,69.43000030517578,2692400.0,62.86555099487305
2015-01-15,69.87999725341797,69.12000274658203,69.44000244140625,69.2300033569336,2057300.0,62.6844482421875
2015-01-16,70.87999725341797,69.5,69.81999969482422,70.83999633789062,2182800.0,64.14225006103516
2015-01-20,71.23999786376953,69.88999938964844,71.16000366210938,70.36000061035156,2113700.0,63.70761489868164
2015-01-21,70.69000244140625,69.61000061035156,70.08999633789062,70.30000305175781,2006800.0,63.65329360961914
2015-01-22,72.11000061035156,70.38999938964844,70.66999816894531,71.94999694824219,2523000.0,65.14728546142578
2015-01-23,72.11000061035156,71.41000366210938,72.08000183105469,71.43000030517578,1746700.0,64.67646026611328
2015-01-26,71.7699966430664,71.05999755859375,71.2699966430664,71.7300033569336,1663500.0,64.94808959960938
2015-01-27,71.79000091552734,70.91999816894531,71.04000091552734,71.44000244140625,1526200.0,64.68549346923828
2015-01-28,72.54000091552734,70.30000305175781,71.6500015258789,70.31999969482422,2539200.0,63.671417236328125
2015-01-29,71.25,70.2699966430664,70.5199966430664,71.05000305175781,2854900.0,64.33238220214844
2015-01-30,70.83999633789062,69.69999694824219,70.48999786376953,69.79000091552734,2486700.0,63.1915168762207
2015-02-02,70.98999786376953,69.16999816894531,69.73999786376953,70.91000366210938,3005600.0,64.20561981201172
2015-02-03,72.05999755859375,70.51000213623047,71.16000366210938,72.02999877929688,2988100.0,65.21971130371094
2015-02-04,72.87000274658203,71.72000122070312,71.80000305175781,72.58000183105469,3677400.0,65.71770477294922
2015-02-05,72.5199966430664,69.04000091552734,69.68000030517578,72.30000305175781,4825000.0,65.46418762207031
2015-02-06,72.20999908447266,70.72000122070312,72.0,70.93000030517578,4198100.0,64.22370147705078
2015-02-09,70.69000244140625,69.8499984741211,70.31999969482422,70.02999877929688,3555200.0,63.408817291259766
2015-02-10,70.58999633789062,69.6500015258789,70.55000305175781,70.05000305175781,3063500.0,63.42693328857422
2015-02-11,71.41999816894531,69.98999786376953,70.13999938964844,71.18000030517578,3840100.0,64.45008850097656
2015-02-12,71.69000244140625,71.16000366210938,71.23999786376953,71.56999969482422,2063400.0,64.80321502685547
2015-02-13,71.73999786376953,71.13999938964844,71.37000274658203,71.45999908447266,2016900.0,64.70362091064453
2015-02-17,71.86000061035156,71.13999938964844,71.4800033569336,71.2699966430664,2027000.0,64.53158569335938
2015-02-18,71.2300033569336,70.51000213623047,71.06999969482422,70.70999908447266,2446200.0,64.0245361328125
2015-02-19,71.2699966430664,70.58999633789062,70.6500015258789,71.16999816894531,2001900.0,64.4410400390625
2015-02-20,71.72000122070312,70.47000122070312,71.08999633789062,71.5999984741211,2121000.0,64.83038330078125
2015-02-23,71.4000015258789,71.05000305175781,71.37000274658203,71.26000213623047,1814800.0,64.52252197265625
2015-02-24,71.87000274658203,71.06999969482422,71.06999969482422,71.66999816894531,1848000.0,64.89375305175781
2015-02-25,71.7699966430664,71.08999633789062,71.54000091552734,71.12000274658203,2083500.0,64.39575958251953
2015-02-26,71.41999816894531,70.87000274658203,70.87000274658203,71.30999755859375,1903400.0,64.84131622314453
2015-02-27,71.2699966430664,70.58999633789062,71.06999969482422,70.5999984741211,2199600.0,64.19571685791016
2015-03-02,71.18000030517578,70.56999969482422,70.5999984741211,70.9800033569336,1687800.0,64.54125213623047
2015-03-03,70.9000015258789,70.2699966430664,70.6500015258789,70.48999786376953,1910300.0,64.09568786621094
2015-03-04,70.2300033569336,69.48999786376953,70.12999725341797,69.5,2344000.0,63.19550323486328
2015-03-05,69.91000366210938,69.30000305175781,69.79000091552734,69.55999755859375,3138000.0,63.250064849853516
2015-03-06,69.97000122070312,68.86000061035156,69.36000061035156,69.13999938964844,2637700.0,62.86817932128906
2015-03-09,69.75,68.75,68.87999725341797,69.58999633789062,1855900.0,63.277347564697266
2015-03-10,69.13999938964844,68.37999725341797,68.93000030517578,68.38999938964844,2164900.0,62.186195373535156
