Date,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL
2015-01-21,140.74488830566406,39.606605529785156,49.58370971679688,37.810001373291016,79.05579376220703,19.2330322265625,71.54000091552734,2.450000047683716,151.64138793945312,10.624966621398926,23.77940368652344,36.27263641357422,114.56233978271484,60.27000045776367,59.22611999511719,53.56999588012695,81.82844543457031,179.25999450683594,55.9000015258789,50.5879020690918,260.36715698242193,281.492431640625,29.40212059020996,63.65329360961914,520.3900146484375
2015-01-22,143.6457061767578,39.99314498901367,49.80514144897461,38.93999862670898,80.09388732910156,19.701892852783203,73.4800033569336,2.470000028610229,154.79586791992188,10.399587631225586,24.20915222167969,37.688941955566406,115.5390396118164,60.63999938964844,61.92401885986328,54.429161071777344,83.70449829101562,180.32000732421875,58.0099983215332,51.96445083618164,262.48202514648443,281.02471923828125,29.39373207092285,65.14728546142578,537.2999877929689
2015-01-23,142.02645874023438,39.42682647705078,49.37019729614258,39.47999954223633,79.84333038330078,19.759307861328125,74.05999755859375,2.450000047683716,154.04429626464844,10.20640754699707,24.03725242614746,36.8904914855957,114.85053253173828,61.02000045776367,62.57117080688477,51.95220565795898,83.90914154052734,183.32000732421875,57.459999084472656,52.07915878295898,263.53009033203125,284.9476013183594,29.45666885375977,64.67646026611328,541.9500122070311
2015-01-26,142.21694946289062,39.68750762939453,49.68651962280274,39.56999969482422,79.71803283691406,19.941110610961914,72.73999786376953,2.609999895095825,157.45591735839844,10.246652603149414,24.15594482421875,37.21366882324219,114.54632568359376,61.16999816894531,64.20262908935547,52.22640609741211,85.35026550292969,182.75999450683597,58.20000076293945,51.53428268432617,269.1004638671875,286.96148681640625,29.44406890869141,64.94808959960939,536.719970703125
2015-01-27,141.688720703125,39.2650146484375,49.90003967285156,38.63000106811523,77.10490417480469,19.58707046508789,71.45999908447266,2.700000047683716,157.2581024169922,10.246652603149414,23.947208404541016,36.83344268798828,113.5616226196289,60.290000915527344,63.52815628051758,51.522621154785156,84.6680679321289,180.3600006103516,58.75,51.42913055419922,264.54977416992193,281.33010864257807,29.381134033203125,64.68549346923828,521.1900024414061
2015-01-28,141.9571990966797,39.02230453491211,48.91152572631836,49.93999862670898,75.49408721923828,19.7784423828125,70.25,2.630000114440918,157.52508544921875,9.916635513305664,23.47653770446777,36.12054443359375,111.14388275146484,58.9900016784668,62.61671829223633,50.608604431152344,84.37812805175781,177.77999877929688,58.56999969482422,51.95488739013672,258.58267211914057,276.89181518554693,29.26694679260254,63.67141723632813,512.4299926757811
2015-01-29,143.85353088378906,40.68531799316406,49.91585922241211,52.25,76.63955688476562,19.854990005493164,71.63999938964844,2.609999895095825,158.47442626953125,10.013225555419922,23.59522819519043,36.55779647827149,117.67658233642578,59.95000076293945,64.77684020996094,43.662147521972656,84.69364166259766,188.0500030517578,58.66999816894531,52.3755111694336,257.98788452148443,279.593017578125,29.74062538146973,64.33238220214844,513.22998046875
2015-01-30,140.53707885742188,40.23584365844727,47.72532272338867,51.7400016784668,75.19876098632812,19.99852180480957,70.12999725341797,2.5699999332427983,157.2284698486328,9.915851593017578,23.36193656921387,35.90192031860352,116.57177734375,58.15999984741211,61.86022186279297,44.11001968383789,83.15872955322266,183.2400054931641,53.04999923706055,51.6298713684082,251.65269470214844,275.67965698242193,29.01741981506348,63.1915168762207,537.5499877929689
2015-02-02,142.372802734375,40.65834045410156,48.00209426879883,51.86000061035156,76.80958557128906,20.21860122680664,71.11000061035156,2.6700000762939453,154.2322235107422,10.029454231262207,23.80805587768555,36.77642440795898,118.22898864746094,58.4900016784668,61.35892105102539,43.79925155639648,82.67265319824219,178.1699981689453,55.18000030517578,52.08872985839844,252.8328857421875,278.24716186523443,29.15275764465332,64.20561981201172,532.2000122070311
2015-02-03,143.68899536132812,41.19770050048828,48.75337219238281,52.88999938964844,78.67994689941406,20.72574234008789,71.91999816894531,2.759999990463257,155.31991577148438,10.126827239990234,24.18459892272949,37.660423278808594,118.81338500976562,60.11999893188477,59.40840530395508,45.133705139160156,82.73236846923828,177.50999450683594,54.68000030517578,52.62404251098633,253.36160278320312,281.83599853515625,29.22887992858887,65.21971130371094,533.2999877929689
2015-02-04,142.71051025390625,40.60440444946289,45.00492858886719,54.1500015258789,78.16089630126953,20.591779708862305,72.27999877929688,2.8499999046325684,154.72662353515625,10.159286499023438,24.835359573364254,37.17565155029297,118.82141876220705,59.95000076293945,60.79381561279297,44.64928436279297,82.02458953857422,178.2899932861328,54.29999923706055,53.17848205566406,251.36001586914062,279.01080322265625,28.80594825744629,65.71770477294922,526.0999755859375
2015-02-05,144.21717834472656,41.035892486572266,45.85900115966797,55.52000045776367,79.1721420288086,20.87883949279785,73.0999984741211,3.309999942779541,158.37551879882812,10.281002044677734,24.958147048950195,37.57487869262695,121.30319213867188,60.4900016784668,60.9031867980957,45.47189712524414,82.62151336669922,178.1699981689453,55.0,54.48810195922852,259.3773803710937,266.99404907226557,29.10200500488281,65.46418762207031,529.8300170898439
2015-02-06,143.80157470703125,40.90105819702149,44.99702835083008,57.93999862670898,78.88574981689453,21.156330108642575,72.54000091552734,3.0299999713897705,160.19500732421875,9.794137001037598,25.08093070983887,37.39427185058594,120.3424835205078,61.13000106811523,60.08288955688477,46.6875228881836,80.38734436035156,175.6300048828125,54.63000106811523,55.013877868652344,261.15261840820307,261.91622924804693,27.82051086425781,64.22370147705078,533.8800048828125
2015-02-09,142.73646545410156,40.020103454589844,43.87407684326172,56.81000137329102,78.17879486083984,21.089351654052734,72.33000183105469,3.039999961853028,158.94906616210938,9.615618705749512,25.02362823486328,37.10910415649414,119.90216827392578,60.959999084472656,57.88628005981445,47.65636825561523,80.45556640625,171.4199981689453,55.02000045776367,54.402076721191406,257.14874267578125,260.68487548828125,27.33837699890137,63.40881729125977,529.280029296875
2015-02-10,143.58509826660156,40.37968063354492,44.98912048339844,57.68999862670898,78.32197570800781,21.319000244140625,72.76000213623047,3.039999961853028,161.08497619628906,9.867165565490724,25.15051078796387,37.70795440673828,120.31849670410156,62.209999084472656,59.58158874511719,47.68378448486328,80.81369018554688,176.38999938964844,55.7400016784668,54.37340545654297,263.5985107421875,266.71719360351557,27.947397232055664,63.42693328857422,540.1599731445311
2015-02-11,143.31063842773438,40.388671875,44.83095932006836,58.9000015258789,78.71573638916016,21.68260955810547,73.01000213623047,3.0699999332427983,160.58065795898438,9.680535316467283,25.30603790283203,37.38476943969727,120.09432983398438,63.75,58.79773330688477,48.60693359375,80.86487579345703,173.5,55.79999923706055,54.22045135498047,262.05917358398443,266.9176025390625,27.34683036804199,64.45008850097656,538.0
2015-02-12,144.55657958984375,40.64935302734375,45.11565017700195,59.93000030517578,79.72696685791016,21.95053100585937,74.58999633789062,3.119999885559082,149.7328643798828,9.623732566833496,25.61692047119141,38.04064178466797,121.8635711669922,67.58999633789061,57.19358825683594,49.319862365722656,82.02458953857422,176.27000427246094,57.2400016784668,55.21463012695313,265.97821044921875,271.93814086914057,27.262243270874023,64.80321502685547,546.010009765625
2015-02-13,144.5827178955078,41.43141555786133,45.90646362304688,60.38999938964844,80.35340881347656,22.113201141357425,76.51000213623047,3.150000095367432,148.4869384765625,9.623732566833496,25.75371170043945,38.164207458496094,122.33592987060548,68.76999664306639,57.02040481567383,49.89567947387695,80.9245834350586,182.2899932861328,56.9000015258789,56.07495880126953,269.48159790039057,273.56069946289057,26.88583374023437,64.70362091064453,551.1599731445311
2015-02-17,145.43658447265625,41.71907424926758,46.43629837036133,60.61999893188477,79.91490173339844,22.476806640625,77.12999725341797,3.109999895095825,148.55613708496094,9.445212364196776,25.844900131225586,38.51591491699219,122.8563003540039,70.36000061035156,56.719627380371094,50.07848739624024,80.71990203857422,178.97000122070312,57.63000106811523,55.9793586730957,270.9263916015625,271.28915405273443,26.82239151000977,64.53158569335939,545.010009765625
2015-02-18,145.85476684570312,41.71907424926758,46.8475227355957,60.56999969482422,80.03125,22.400259017944336,77.7300033569336,3.0799999237060547,151.51283264160156,9.59938907623291,25.59619140625,39.48546600341797,123.1845703125,70.29000091552734,58.177955627441406,50.142478942871094,82.10133361816406,180.2899932861328,56.540000915527344,53.53218078613281,268.18783569335943,269.99111938476557,27.50754737854004,64.0245361328125,542.6500244140625
2015-02-19,145.58468627929688,41.89886474609375,46.6577262878418,60.52000045776367,80.782958984375,22.314144134521484,77.7300033569336,3.059999942779541,151.5623016357422,9.615618705749512,25.608627319335934,39.1147575378418,124.9538345336914,71.55999755859375,57.36676025390625,49.74944305419922,80.80518341064453,182.27999877929688,56.81000137329102,55.08078002929688,273.32501220703125,269.09381103515625,27.300312042236328,64.4410400390625,546.4500122070311
2015-02-20,146.48214721679688,42.68092346191406,48.47658920288086,60.349998474121094,80.9798355102539,22.30457305908203,78.55000305175781,3.059999942779541,153.3323211669922,9.648077964782717,25.75371170043945,39.87518310546875,126.2187042236328,71.62000274658203,58.64685440063477,50.70001220703125,81.93930053710938,186.0200042724609,56.81000137329102,56.0176010131836,279.302490234375,269.54244995117193,27.325687408447266,64.83038330078125,541.7999877929689
2015-02-23,147.0833282470703,42.5370979309082,47.8992919921875,61.11999893188477,81.05142974853516,22.36198234558105,78.0999984741211,3.059999942779541,155.4287567138672,9.672418594360352,25.46355628967285,39.66606903076172,124.9698257446289,70.23999786376953,58.64685440063477,50.782264709472656,83.056396484375,184.13999938964844,56.540000915527344,55.7690544128418,276.1674194335937,266.8890380859375,27.52869415283203,64.52252197265625,535.0
2015-02-24,147.35340881347656,42.67193984985352,48.13653564453125,60.91999816894531,81.30199432373047,22.5246524810791,77.68000030517578,3.109999895095825,154.65736389160156,9.834709167480467,25.72469711303711,39.9797477722168,125.67432403564452,70.12000274658203,58.91202163696289,51.25756454467773,81.60675048828125,182.2899932861328,56.56000137329102,55.826416015625,273.01324462890625,263.615234375,27.70632553100586,64.89375305175781,538.6500244140625
2015-02-25,147.15301513671875,42.60901641845703,47.9388313293457,60.16999816894531,81.07827758789062,22.44810104370117,78.06999969482422,3.0999999046325684,154.50909423828125,9.737334251403807,25.679096221923828,40.11282348632813,125.73040008544922,69.44999694824219,58.006797790527344,51.48605346679688,81.98196411132812,184.8999938964844,56.15999984741211,55.96980285644531,274.27896118164057,263.87286376953125,27.224178314208984,64.39575958251953,547.3300170898439
2015-02-26,147.78038024902344,42.79777908325195,47.85974884033203,61.0,80.809814453125,22.34284782409668,78.95999908447266,3.0799999237060547,153.6488037109375,10.248544692993164,25.774436950683594,40.2649040222168,125.3941421508789,69.55999755859375,58.50056457519531,51.45864486694336,81.04395294189453,183.1100006103516,56.43000030517578,55.72126388549805,273.69342041015625,266.67901611328125,26.94504737854004,64.84131622314453,559.2899780273439
2015-02-27,146.94390869140625,42.58203887939453,47.84393692016602,60.790000915527344,80.56817626953125,22.314144134521484,79.0999984741211,3.109999895095825,153.20382690429688,10.52443790435791,25.803449630737305,40.1223258972168,125.0018081665039,69.51000213623047,58.19883346557617,51.70541763305664,81.78582763671875,180.3699951171875,57.349998474121094,55.18593978881836,275.18569946289057,265.8295288085937,26.89852333068848,64.19571685791016,562.6300048828125
2015-03-02,148.5558319091797,42.447208404541016,47.81229782104492,62.18999862670898,81.59732055664062,22.247159957885746,79.79000091552734,3.2100000381469727,153.0456085205078,10.264772415161133,25.936094284057614,40.58810043334961,126.59498596191406,71.12999725341797,59.83552169799805,51.80595397949219,83.06491088867188,184.6199951171875,57.7599983215332,56.2279052734375,280.80535888671875,269.4374389648437,26.39523124694824,64.54125213623047,575.02001953125
2015-03-03,146.61282348632812,42.33034896850586,47.14802551269531,60.1500015258789,81.29304504394531,22.1036319732666,78.98999786376953,3.140000104904175,152.74888610839844,10.548781394958496,25.815887451171875,40.16985321044922,124.93782806396484,69.86000061035156,60.49387741088867,51.860801696777344,83.15872955322266,182.50999450683597,56.97000122070313,55.9220085144043,279.7852783203125,266.4881591796875,26.49250602722168,64.09568786621094,578.7899780273438
2015-03-04,145.6457061767578,42.25841903686523,47.66205978393555,61.2400016784668,81.35570526123047,21.940963745117188,77.62999725341797,3.0499999523162837,149.14944458007812,10.345916748046877,25.844900131225586,39.92270278930664,123.88103485107422,71.05000305175781,60.13725280761719,50.63603210449219,82.79205322265625,182.52999877929688,57.1500015258789,55.87421798706055,279.7003173828125,265.57186889648443,26.2598934173584,63.19550323486328,578.3300170898438
2015-03-05,146.00291442871094,42.64495468139648,44.96538925170898,61.38000106811523,82.37588500976562,22.28543472290039,78.62000274658203,2.9800000190734863,150.82061767578125,10.305347442626953,26.03143119812012,40.1318244934082,123.97712707519531,71.08999633789062,59.10403060913086,50.52635192871094,83.4230728149414,185.7899932861328,57.88999938964844,55.5491943359375,279.28472900390625,269.8383178710937,26.306415557861328,63.25006484985352,581.4299926757812
2015-03-06,143.20608520507812,41.79998779296875,44.00060653686523,60.349998474121094,81.14092254638672,22.074926376342773,77.55000305175781,2.9200000762939453,147.40908813476562,9.923967361450195,25.76614761352539,39.4759521484375,122.17581176757812,69.95999908447266,58.27196884155274,50.11505126953125,80.78812408447266,181.6499938964844,57.09000015258789,54.91827774047852,273.82568359375,266.44989013671875,25.48169708251953,62.86817932128906,572.9000244140625
2015-03-09,144.95736694335938,42.096622467041016,43.92152786254883,59.90999984741211,81.2483139038086,22.314144134521484,77.93000030517578,2.9300000667572017,146.6377410888672,9.891510009765623,25.824174880981445,39.675575256347656,123.20056915283205,69.59999847412111,58.50056457519531,50.17903137207031,81.34239196777344,184.91000366210938,56.4900016784668,55.434486389160156,277.30133056640625,267.4234619140625,25.67201805114746,63.27734756469727,574.0999755859375
2015-03-10,141.37632751464844,41.503318786621094,44.15877914428711,59.09000015258789,78.80523681640625,21.759159088134766,76.01000213623047,2.9200000762939453,144.8974151611328,9.834709167480467,25.3060359954834,38.62047958374024,121.76750183105469,69.19999694824219,58.67428588867188,49.66717910766602,80.27648162841797,181.27999877929688,56.86000061035156,55.07122421264648,271.6343994140625,261.83029174804693,25.65933036804199,62.186195373535156,559.8499755859375
2015-03-11,140.91452026367188,41.62019729614258,44.77560043334961,58.70000076293945,77.73135375976562,21.82613945007324,76.01000213623047,2.8399999141693115,145.6884765625,9.777908325195312,25.488422393798828,38.829586029052734,121.12705993652344,70.36000061035156,59.50635147094727,48.93598556518555,80.95867156982422,178.80999755859375,56.93000030517578,55.35800170898438,276.60238647460943,264.4169311523437,25.50707626342773,62.82270050048828,555.6900024414061
2015-03-12,143.3019256591797,42.47416687011719,45.86691284179688,61.2599983215332,78.93051147460938,21.8070011138916,77.4000015258789,2.759999990463257,147.6562957763672,9.818479537963867,25.969261169433594,39.067230224609375,122.7201919555664,71.0199966430664,61.36249923706055,49.3035774230957,83.10755920410156,178.0,56.9900016784668,55.826416015625,282.0521240234375,270.5445556640625,25.86233901977539,64.01385498046875,561.1699829101561
2015-03-13,141.79457092285156,42.141563415527344,45.86691284179688,60.86000061035156,78.63519287109375,21.99837684631348,77.62000274658203,2.75,147.9430694580078,9.672418594360352,25.75371170043945,38.84860229492188,121.68748474121094,70.80999755859375,60.95104598999024,48.65108108520508,82.51918029785156,176.88999938964844,55.97999954223633,55.69234848022461,282.3543395996094,271.2318725585937,25.595888137817386,63.25006484985352,553.0
2015-03-16,144.81796264648438,42.995548248291016,46.75261688232422,61.2400016784668,79.5658950805664,22.1801815032959,78.33000183105469,2.759999990463257,149.4362335205078,9.74544906616211,26.097755432128906,39.74211883544922,122.19182586669922,72.08000183105469,61.783103942871094,48.51324462890625,83.08199310302734,178.5,56.34000015258789,56.24774169921875,288.0684509277344,276.14743041992193,26.13301086425781,64.09568786621094,561.6400146484375
2015-03-17,143.09278869628906,42.33034896850586,47.2350082397461,60.11999893188477,79.50325775146484,22.113201141357425,79.66000366210938,2.7699999809265137,148.3286895751953,9.891510009765623,26.06459617614746,39.52348327636719,122.19979858398438,72.05999755859375,62.90777206420898,48.23754119873047,83.3037109375,184.1199951171875,56.18999862670898,55.86471557617188,290.4391784667969,275.75607299804693,26.09072303771973,63.63198852539063,557.6099853515625
2015-03-18,145.04446411132812,42.60001754760742,47.36154174804688,60.43999862670898,81.37361145019531,22.562923431396484,76.88999938964844,2.75,147.42849731445312,10.256658554077148,26.37133407592773,40.036781311035156,123.83304595947266,72.87999725341797,62.14884567260742,48.476478576660156,84.76187133789062,188.16000366210938,56.38000106811523,57.30107498168945,296.5216064453125,279.3353271484375,26.65322494506836,64.21391296386719,566.1599731445312
2015-03-19,144.33871459960938,42.64495468139648,48.38959121704102,61.099998474121094,80.71137237548828,22.15147399902344,77.13999938964844,2.740000009536743,147.58676147460938,10.159286499023438,26.15164566040039,40.1223258972168,121.87960052490234,72.75,62.49629592895508,47.48397827148438,84.83008575439453,189.07000732421875,58.31999969482422,57.4638557434082,296.95611572265625,279.08712768554693,26.52634239196777,64.19571685791016,563.6699829101562
2015-03-20,145.06192016601562,42.67193984985352,47.76485824584961,60.0,81.86578369140625,22.40982818603516,77.36000061035156,2.799999952316284,150.27755737304688,10.418946266174316,26.483257293701172,40.1223258972168,122.2558364868164,72.87000274658203,62.79805374145508,48.017005920410156,87.33712005615234,187.7100067138672,57.18000030517578,58.5459213256836,299.4590148925781,281.04376220703125,26.89006805419922,64.97770690917969,564.9500122070312
2015-03-23,144.748291015625,42.67193984985352,47.82811737060547,61.43000030517578,81.91949462890625,22.1801815032959,76.3499984741211,2.8399999141693115,147.9033203125,10.451406478881836,26.470821380615234,40.11282348632813,121.59939575195312,73.13999938964844,61.7099609375,47.70453262329102,86.9192886352539,185.44000244140625,56.33000183105469,58.31609725952149,297.4849853515625,281.234619140625,26.826623916625977,65.36869049072266,565.3699951171875
2015-03-24,144.91380310058594,42.24943542480469,47.15593719482422,72.4800033569336,80.01333618164062,22.1801815032959,75.44999694824219,2.789999961853028,149.38719177246094,10.297232627868652,26.36304473876953,39.057716369628906,121.83152770996094,72.61000061035156,61.24363708496094,47.78723907470703,86.20299530029297,183.44000244140625,55.47999954223633,58.31609725952149,291.96923828125,280.81466674804693,26.450218200683594,64.86859130859375,577.5399780273438
2015-03-25,141.7596893310547,41.826942443847656,46.04090118408203,70.5199966430664,78.93946075439453,21.72088432312012,73.12999725341797,2.630000114440918,147.13169860839844,10.14305591583252,26.25941467285156,38.79156875610352,120.61466217041016,70.6500015258789,59.06745529174805,47.03367614746094,84.61688995361328,175.6300048828125,54.68999862670898,57.751136779785156,283.9410705566406,277.04452514648443,26.230287551879886,64.15026092529297,567.0
2015-03-26,141.66384887695312,41.79998779296875,45.28961944580078,69.02999877929689,84.2730941772461,21.73055076599121,72.97000122070312,2.650000095367432,147.8043975830078,10.110597610473633,26.321592330932614,38.68701553344727,121.0149383544922,71.04000091552734,59.07661437988281,46.8682632446289,83.20137023925781,176.0399932861328,54.58000183105469,57.9426383972168,284.5927429199219,278.3807983398437,25.92577362060547,63.83200454711914,563.6400146484375
2015-03-27,142.45677185058594,42.05167007446289,45.59012985229492,70.30999755859375,84.0672607421875,22.0012149810791,73.30999755859375,2.720000028610229,149.76312255859375,10.126827239990234,26.34231376647949,39.17298126220703,122.28789520263672,71.29000091552734,59.97267532348633,47.37369918823242,83.6911392211914,180.58999633789062,54.040000915527344,58.6320915222168,286.7083740234375,282.2845458984375,26.06957054138184,63.69561767578125,557.5499877929689
2015-03-30,144.67855834960938,42.32135772705078,46.05670928955078,73.47000122070312,84.49681091308594,22.25254440307617,73.5999984741211,2.700000047683716,150.44569396972656,10.337804794311523,26.61175346374512,39.754241943359375,123.8383560180664,71.9000015258789,60.53042602539063,48.18240737915039,84.97142791748047,180.25999450683597,54.599998474121094,59.28324890136719,287.8418273925781,286.3410949707031,26.467130661010746,64.51395416259766,561.1400146484375
2015-03-31,143.72010803222656,41.64717102050781,46.2939567565918,71.58000183105469,83.8435287475586,21.97221565246582,73.94000244140625,2.6800000667572017,148.08140563964844,10.42706298828125,26.532995223999023,39.59225082397461,121.80931091308594,71.05000305175781,60.51214599609375,48.55920028686523,84.24105834960938,173.3000030517578,53.790000915527344,58.57464599609375,281.09817504882807,282.7618713378906,26.644760131835934,64.71401214599611,554.7000122070311
2015-04-01,141.60289001464844,41.25162887573242,45.15517807006836,69.91999816894531,83.72718811035156,21.682218551635746,75.06999969482422,2.690000057220459,142.20523071289062,10.41083526611328,26.35061264038086,39.43978118896485,120.85113525390624,70.30999755859375,58.51885604858398,48.31106948852539,83.15840148925781,169.5,52.45000076293945,58.48847198486328,279.97418212890625,281.16787719726557,26.58132553100586,64.82313537597656,549.489990234375
2015-04-02,141.8468475341797,41.46737289428711,45.08401489257813,70.72000122070312,85.21101379394531,21.885215759277344,75.68000030517578,2.690000057220459,142.43276977539062,10.418946266174316,26.354755401611328,40.06869125366211,121.61600494384766,70.83999633789062,57.66849136352539,48.605140686035156,83.29586791992188,169.94000244140625,52.75,58.8427619934082,281.8065185546875,280.30880737304693,26.60669708251953,64.96860504150389,541.3099975585939
2015-04-06,144.18191528320312,41.62019729614258,45.55850601196289,70.87000274658203,86.57722473144531,21.914215087890625,76.2300033569336,2.700000047683716,144.16395568847656,10.816555976867676,26.516416549682614,39.95434188842773,122.46150970458984,70.91999816894531,57.055870056152344,50.5442008972168,83.8973617553711,170.6300048828125,53.06999969482422,59.0342788696289,281.30599975585943,283.19134521484375,26.919666290283203,65.57782745361328,543.9500122070311
2015-04-07,144.81796264648438,41.52131271362305,46.19905090332031,69.73000335693361,87.2105484008789,22.010883331298828,75.6500015258789,2.700000047683716,145.13345336914062,10.662382125854492,26.44180107116699,40.44030380249024,121.72874450683594,71.08000183105469,57.38504409790039,50.7739486694336,82.27336120605469,176.0,52.54999923706055,58.95767593383789,279.15249633789057,284.6612548828125,26.475587844848636,64.98679351806639,544.8599853515625
2015-04-08,144.8702850341797,41.89886474609375,46.50747299194336,69.62999725341797,86.98194885253906,22.19454765319824,75.44000244140625,2.7100000381469727,147.2108612060547,10.64615249633789,26.628332138061523,40.26879119873047,121.55967712402344,71.79000091552734,59.25947570800781,51.3529052734375,82.58269500732422,178.24000549316406,52.72000122070313,59.07257843017578,278.41580200195307,285.3866271972656,26.44175720214844,65.08681488037111,548.8400268554689
